,code,description,category,last_updated
11714,Z388,"Other multiple, unspecified as to place of birth",Liveborn infants according to place of birth,2025-09-07
11715,Z39,Postpartum care and examination,Postpartum care and examination,2025-09-07
11716,Z390,Care and examination immediately after delivery,Postpartum care and examination,2025-09-07
11717,Z391,Care and examination of lactating mother,Postpartum care and examination,2025-09-07
11718,Z392,Routine postpartum follow-up,Postpartum care and examination,2025-09-07
11719,Z40,Prophylactic surgery,Prophylactic surgery,2025-09-07
11720,Z400,Prophylactic surgery for risk-factors related to malignant neoplasms,Prophylactic surgery,2025-09-07
11721,Z408,Other prophylactic surgery,Prophylactic surgery,2025-09-07
11722,Z409,"Prophylactic surgery, unspecified",Prophylactic surgery,2025-09-07
11723,Z41,Procedures for purposes other than remedying health state,Procedures for purposes other than remedying health state,2025-09-07
11724,Z410,Hair transplant,Procedures for purposes other than remedying health state,2025-09-07
11725,Z411,Other plastic surgery for unacceptable cosmetic appearance,Procedures for purposes other than remedying health state,2025-09-07
11726,Z412,Routine and ritual circumcision,Procedures for purposes other than remedying health state,2025-09-07
11727,Z413,Ear piercing,Procedures for purposes other than remedying health state,2025-09-07
11728,Z418,Other procedures for purposes other than remedying health state,Procedures for purposes other than remedying health state,2025-09-07
11729,Z419,"Procedure for purposes other than remedying health state, unspecified",Procedures for purposes other than remedying health state,2025-09-07
11730,Z42,Follow-up care involving plastic surgery,Follow-up care involving plastic surgery,2025-09-07
11731,Z420,Follow-up care involving plastic surgery of head and neck,Follow-up care involving plastic surgery,2025-09-07
11732,Z421,Follow-up care involving plastic surgery of breast,Follow-up care involving plastic surgery,2025-09-07
11733,Z422,Follow-up care involving plastic surgery of other parts of trunk,Follow-up care involving plastic surgery,2025-09-07
11734,Z423,Follow-up care involving plastic surgery of upper extremity,Follow-up care involving plastic surgery,2025-09-07
11735,Z424,Follow-up care involving plastic surgery of lower extremity,Follow-up care involving plastic surgery,2025-09-07
11736,Z428,Follow-up care involving plastic surgery of other body part,Follow-up care involving plastic surgery,2025-09-07
11737,Z429,"Follow-up care involving plastic surgery, unspecified",Follow-up care involving plastic surgery,2025-09-07
11738,Z43,Attention to artificial openings,Attention to artificial openings,2025-09-07
11739,Z430,Attention to tracheostomy,Attention to artificial openings,2025-09-07
11740,Z431,Attention to gastrostomy,Attention to artificial openings,2025-09-07
11741,Z432,Attention to ileostomy,Attention to artificial openings,2025-09-07
11742,Z433,Attention to colostomy,Attention to artificial openings,2025-09-07
11743,Z434,Attention to other artificial openings of digestive tract,Attention to artificial openings,2025-09-07
11744,Z435,Attention to cystostomy,Attention to artificial openings,2025-09-07
11745,Z436,Attention to other artificial openings of urinary tract,Attention to artificial openings,2025-09-07
11746,Z437,Attention to artificial vagina,Attention to artificial openings,2025-09-07
11747,Z438,Attention to other artificial openings,Attention to artificial openings,2025-09-07
11748,Z439,Attention to unspecified artificial opening,Attention to artificial openings,2025-09-07
11749,Z44,Fitting and adjustment of external prosthetic device,Fitting and adjustment of external prosthetic device,2025-09-07
11750,Z440,Fitting and adjustment of artificial arm (complete)(partial),Fitting and adjustment of external prosthetic device,2025-09-07
11751,Z441,Fitting and adjustment of artificial leg (complete)(partial),Fitting and adjustment of external prosthetic device,2025-09-07
11752,Z442,Fitting and adjustment of artificial eye,Fitting and adjustment of external prosthetic device,2025-09-07
11753,Z443,Fitting and adjustment of external breast prosthesis,Fitting and adjustment of external prosthetic device,2025-09-07
11754,Z448,Fitting and adjustment of other external prosthetic devices,Fitting and adjustment of external prosthetic device,2025-09-07
11755,Z449,Fitting and adjustment of unspecified external prosthetic device,Fitting and adjustment of external prosthetic device,2025-09-07
11756,Z45,Adjustment and management of implanted device,Adjustment and management of implanted device,2025-09-07
11757,Z450,Adjustment and management of cardiac devices,Adjustment and management of implanted device,2025-09-07
11758,Z451,Adjustment and management of infusion pump,Adjustment and management of implanted device,2025-09-07
11759,Z452,Adjustment and management of vascular access device,Adjustment and management of implanted device,2025-09-07
11760,Z453,Adjustment and management of implanted hearing device,Adjustment and management of implanted device,2025-09-07
11761,Z458,Adjustment and management of other implanted devices,Adjustment and management of implanted device,2025-09-07
11762,Z459,Adjustment and management of unspecified implanted device,Adjustment and management of implanted device,2025-09-07
11763,Z46,Fitting and adjustment of other devices,Fitting and adjustment of other devices,2025-09-07
11764,Z460,Fitting and adjustment of spectacles and contact lenses,Fitting and adjustment of other devices,2025-09-07
11765,Z461,Fitting and adjustment of hearing aid,Fitting and adjustment of other devices,2025-09-07
11766,Z462,Fitting and adjustment of other devices related to nervous system and special senses,Fitting and adjustment of other devices,2025-09-07
11767,Z463,Fitting and adjustment of dental prosthetic device,Fitting and adjustment of other devices,2025-09-07
11768,Z464,Fitting and adjustment of orthodontic device,Fitting and adjustment of other devices,2025-09-07
11769,Z465,Fitting and adjustment of ileostomy and other intestinal appliances,Fitting and adjustment of other devices,2025-09-07
11770,Z466,Fitting and adjustment of urinary device,Fitting and adjustment of other devices,2025-09-07
11771,Z467,Fitting and adjustment of orthopaedic device,Fitting and adjustment of other devices,2025-09-07
11772,Z468,Fitting and adjustment of other specified devices,Fitting and adjustment of other devices,2025-09-07
11773,Z469,Fitting and adjustment of unspecified device,Fitting and adjustment of other devices,2025-09-07
11774,Z47,Other orthopaedic follow-up care,Other orthopaedic follow-up care,2025-09-07
11775,Z470,Follow-up care involving removal of fracture plate and other internal fixation device,Other orthopaedic follow-up care,2025-09-07
11776,Z478,Other specified orthopaedic follow-up care,Other orthopaedic follow-up care,2025-09-07
11777,Z479,"Orthopaedic follow-up care, unspecified",Other orthopaedic follow-up care,2025-09-07
11778,Z48,Other surgical follow-up care,Other surgical follow-up care,2025-09-07
11779,Z480,Attention to surgical dressings and sutures,Other surgical follow-up care,2025-09-07
11780,Z488,Other specified surgical follow-up care,Other surgical follow-up care,2025-09-07
11781,Z489,"Surgical follow-up care, unspecified",Other surgical follow-up care,2025-09-07
11782,Z49,Care involving dialysis,Care involving dialysis,2025-09-07
11783,Z490,Preparatory care for dialysis,Care involving dialysis,2025-09-07
11784,Z491,Extracorporeal dialysis,Care involving dialysis,2025-09-07
11785,Z492,Other dialysis,Care involving dialysis,2025-09-07
11786,Z50,Care involving use of rehabilitation procedures,Care involving use of rehabilitation procedures,2025-09-07
11787,Z500,Cardiac rehabilitation,Care involving use of rehabilitation procedures,2025-09-07
11788,Z501,Other physical therapy,Care involving use of rehabilitation procedures,2025-09-07
11789,Z502,Alcohol rehabilitation,Care involving use of rehabilitation procedures,2025-09-07
11790,Z503,Drug rehabilitation,Care involving use of rehabilitation procedures,2025-09-07
11791,Z504,"Psychotherapy, not elsewhere classified",Care involving use of rehabilitation procedures,2025-09-07
11792,Z505,Speech therapy,Care involving use of rehabilitation procedures,2025-09-07
11793,Z506,Orthoptic training,Care involving use of rehabilitation procedures,2025-09-07
11794,Z507,"Occupational therapy and vocational rehabilitation, not elsewhere classified",Care involving use of rehabilitation procedures,2025-09-07
11795,Z508,Care involving use of other rehabilitation procedures,Care involving use of rehabilitation procedures,2025-09-07
11796,Z509,"Care involving use of rehabilitation procedure, unspecified",Care involving use of rehabilitation procedures,2025-09-07
11797,Z51,Other medical care,Other medical care,2025-09-07
11798,Z510,Radiotherapy session,Other medical care,2025-09-07
11799,Z511,Chemotherapy session for neoplasm,Other medical care,2025-09-07
11800,Z512,Other chemotherapy,Other medical care,2025-09-07
11801,Z513,Blood transfusion (without reported diagnosis),Other medical care,2025-09-07
11802,Z514,"Preparatory care for subsequent treatment, not elsewhere classified",Other medical care,2025-09-07
11803,Z515,Palliative care,Other medical care,2025-09-07
11804,Z516,Desensitization to allergens,Other medical care,2025-09-07
11805,Z518,Other specified medical care,Other medical care,2025-09-07
11806,Z519,"Medical care, unspecified",Other medical care,2025-09-07
11807,Z52,Donors of organs and tissues,Donors of organs and tissues,2025-09-07
11808,Z520,Blood donor,Donors of organs and tissues,2025-09-07
11809,Z521,Skin donor,Donors of organs and tissues,2025-09-07
11810,Z522,Bone donor,Donors of organs and tissues,2025-09-07
11811,Z523,Bone marrow donor,Donors of organs and tissues,2025-09-07
11812,Z524,Kidney donor,Donors of organs and tissues,2025-09-07
11813,Z525,Cornea donor,Donors of organs and tissues,2025-09-07
11814,Z526,Liver donor,Donors of organs and tissues,2025-09-07
11815,Z527,Heart donor,Donors of organs and tissues,2025-09-07
11816,Z528,Donor of other organs and tissues,Donors of organs and tissues,2025-09-07
11817,Z529,Donor of unspecified organ or tissue,Donors of organs and tissues,2025-09-07
11818,Z53,"Persons encountering health services for specific procedures, not carried out","Persons encountering health services for specific procedures, not carried out",2025-09-07
11819,Z530,Procedure not carried out because of contraindication,"Persons encountering health services for specific procedures, not carried out",2025-09-07
11820,Z531,Procedure not carried out because of patient's decision for reasons of belief and group pressure,"Persons encountering health services for specific procedures, not carried out",2025-09-07
11821,Z532,Procedure not carried out because of patient's decision for other and unspecified reasons,"Persons encountering health services for specific procedures, not carried out",2025-09-07
11822,Z538,Procedure not carried out for other reasons,"Persons encountering health services for specific procedures, not carried out",2025-09-07
11823,Z539,"Procedure not carried out, unspecified reason","Persons encountering health services for specific procedures, not carried out",2025-09-07
11824,Z54,Convalescence,Convalescence,2025-09-07
11825,Z540,Convalescence following surgery,Convalescence,2025-09-07
11826,Z541,Convalescence following radiotherapy,Convalescence,2025-09-07
11827,Z542,Convalescence following chemotherapy,Convalescence,2025-09-07
11828,Z543,Convalescence following psychotherapy,Convalescence,2025-09-07
11829,Z544,Convalescence following treatment of fracture,Convalescence,2025-09-07
11830,Z547,Convalescence following combined treatment,Convalescence,2025-09-07
11831,Z548,Convalescence following other treatment,Convalescence,2025-09-07
11832,Z549,Convalescence following unspecified treatment,Convalescence,2025-09-07
11833,Z55,Problems related to education and literacy,Problems related to education and literacy,2025-09-07
11834,Z550,Illiteracy and low-level literacy,Problems related to education and literacy,2025-09-07
11835,Z551,Schooling unavailable and unattainable,Problems related to education and literacy,2025-09-07
11836,Z552,Failed examinations,Problems related to education and literacy,2025-09-07
11837,Z553,Underachievement in school,Problems related to education and literacy,2025-09-07
11838,Z554,Educational maladjustment and discord with teachers and classmates,Problems related to education and literacy,2025-09-07
11839,Z558,Other problems related to education and literacy,Problems related to education and literacy,2025-09-07
11840,Z559,"Problem related to education and literacy, unspecified",Problems related to education and literacy,2025-09-07
11841,Z56,Problems related to employment and unemployment,Problems related to employment and unemployment,2025-09-07
11842,Z560,"Unemployment, unspecified",Problems related to employment and unemployment,2025-09-07
11843,Z561,Change of job,Problems related to employment and unemployment,2025-09-07
11844,Z562,Threat of job loss,Problems related to employment and unemployment,2025-09-07
11845,Z563,Stressful work schedule,Problems related to employment and unemployment,2025-09-07
11846,Z564,Discord with boss and workmates,Problems related to employment and unemployment,2025-09-07
11847,Z565,Uncongenial work,Problems related to employment and unemployment,2025-09-07
11848,Z566,Other physical and mental strain related to work,Problems related to employment and unemployment,2025-09-07
11849,Z567,Other and unspecified problems related to employment,Problems related to employment and unemployment,2025-09-07
11850,Z57,Occupational exposure to risk-factors,Occupational exposure to risk-factors,2025-09-07
11851,Z570,Occupational exposure to noise,Occupational exposure to risk-factors,2025-09-07
11852,Z571,Occupational exposure to radiation,Occupational exposure to risk-factors,2025-09-07
11853,Z572,Occupational exposure to dust,Occupational exposure to risk-factors,2025-09-07
11854,Z573,Occupational exposure to other air contaminants,Occupational exposure to risk-factors,2025-09-07
11855,Z574,Occupational exposure to toxic agents in agriculture,Occupational exposure to risk-factors,2025-09-07
11856,Z575,Occupational exposure to toxic agents in other industries,Occupational exposure to risk-factors,2025-09-07
11857,Z576,Occupational exposure to extreme temperature,Occupational exposure to risk-factors,2025-09-07
11858,Z577,Occupational exposure to vibration,Occupational exposure to risk-factors,2025-09-07
11859,Z578,Occupational exposure to other risk-factors,Occupational exposure to risk-factors,2025-09-07
11860,Z579,Occupational exposure to unspecified risk-factor,Occupational exposure to risk-factors,2025-09-07
11861,Z58,Problems related to physical environment,Problems related to physical environment,2025-09-07
11862,Z580,Exposure to noise,Problems related to physical environment,2025-09-07
11863,Z581,Exposure to air pollution,Problems related to physical environment,2025-09-07
11864,Z582,Exposure to water pollution,Problems related to physical environment,2025-09-07
11865,Z583,Exposure to soil pollution,Problems related to physical environment,2025-09-07
11866,Z584,Exposure to radiation,Problems related to physical environment,2025-09-07
11867,Z585,Exposure to other pollution,Problems related to physical environment,2025-09-07
11868,Z586,Inadequate drinking-water supply,Problems related to physical environment,2025-09-07
11869,Z587,Exposure to tobacco smoke,Problems related to physical environment,2025-09-07
11870,Z588,Other problems related to physical environment,Problems related to physical environment,2025-09-07
11871,Z589,"Problem related to physical environment, unspecified",Problems related to physical environment,2025-09-07
11872,Z59,Problems related to housing and economic circumstances,Problems related to housing and economic circumstances,2025-09-07
11873,Z590,Homelessness,Problems related to housing and economic circumstances,2025-09-07
11874,Z591,Inadequate housing,Problems related to housing and economic circumstances,2025-09-07
11875,Z592,"Discord with neighbours, lodgers and landlord",Problems related to housing and economic circumstances,2025-09-07
11876,Z593,Problems related to living in residential institution,Problems related to housing and economic circumstances,2025-09-07
11877,Z594,Lack of adequate food,Problems related to housing and economic circumstances,2025-09-07
11878,Z595,Extreme poverty,Problems related to housing and economic circumstances,2025-09-07
11879,Z596,Low income,Problems related to housing and economic circumstances,2025-09-07
11880,Z597,Insufficient social insurance and welfare support,Problems related to housing and economic circumstances,2025-09-07
11881,Z598,Other problems related to housing and economic circumstances,Problems related to housing and economic circumstances,2025-09-07
11882,Z599,"Problem related to housing and economic circumstances, unspecified",Problems related to housing and economic circumstances,2025-09-07
11883,Z60,Problems related to social environment,Problems related to social environment,2025-09-07
11884,Z600,Problems of adjustment to life-cycle transitions,Problems related to social environment,2025-09-07
11885,Z601,Atypical parenting situation,Problems related to social environment,2025-09-07
11886,Z602,Living alone,Problems related to social environment,2025-09-07
11887,Z603,Acculturation difficulty,Problems related to social environment,2025-09-07
11888,Z604,Social exclusion and rejection,Problems related to social environment,2025-09-07
11889,Z605,Target of perceived adverse discrimination and persecution,Problems related to social environment,2025-09-07
11890,Z608,Other problems related to social environment,Problems related to social environment,2025-09-07
11891,Z609,"Problem related to social environment, unspecified",Problems related to social environment,2025-09-07
11892,Z61,Problems related to negative life events in childhood,Problems related to negative life events in childhood,2025-09-07
11893,Z610,Loss of love relationship in childhood,Problems related to negative life events in childhood,2025-09-07
11894,Z611,Removal from home in childhood,Problems related to negative life events in childhood,2025-09-07
11895,Z612,Altered pattern of family relationships in childhood,Problems related to negative life events in childhood,2025-09-07
11896,Z613,Events resulting in loss of self-esteem in childhood,Problems related to negative life events in childhood,2025-09-07
11897,Z614,Problems related to alleged sexual abuse of child by person within primary support group,Problems related to negative life events in childhood,2025-09-07
11898,Z615,Problems related to alleged sexual abuse of child by person outside primary support group,Problems related to negative life events in childhood,2025-09-07
11899,Z616,Problems related to alleged physical abuse of child,Problems related to negative life events in childhood,2025-09-07
11900,Z617,Personal frightening experience in childhood,Problems related to negative life events in childhood,2025-09-07
11901,Z618,Other negative life events in childhood,Problems related to negative life events in childhood,2025-09-07
11902,Z619,"Negative life event in childhood, unspecified",Problems related to negative life events in childhood,2025-09-07
11903,Z62,Other problems related to upbringing,Other problems related to upbringing,2025-09-07
11904,Z620,Inadequate parental supervision and control,Other problems related to upbringing,2025-09-07
11905,Z621,Parental overprotection,Other problems related to upbringing,2025-09-07
11906,Z622,Institutional upbringing,Other problems related to upbringing,2025-09-07
11907,Z623,Hostility towards and scapegoating of child,Other problems related to upbringing,2025-09-07
11908,Z624,Emotional neglect of child,Other problems related to upbringing,2025-09-07
11909,Z625,Other problems related to neglect in upbringing,Other problems related to upbringing,2025-09-07
11910,Z626,Inappropriate parental pressure and other abnormal qualities of upbringing,Other problems related to upbringing,2025-09-07
11911,Z628,Other specified problems related to upbringing,Other problems related to upbringing,2025-09-07
11912,Z629,"Problem related to upbringing, unspecified",Other problems related to upbringing,2025-09-07
11913,Z63,"Other problems related to primary support group, including family circumstances","Other problems related to primary support group, including family circumstances",2025-09-07
11914,Z630,Problems in relationship with spouse or partner,"Other problems related to primary support group, including family circumstances",2025-09-07
11915,Z631,Problems in relationship with parents and in-laws,"Other problems related to primary support group, including family circumstances",2025-09-07
11916,Z632,Inadequate family support,"Other problems related to primary support group, including family circumstances",2025-09-07
11917,Z633,Absence of family member,"Other problems related to primary support group, including family circumstances",2025-09-07
11918,Z634,Disappearance and death of family member,"Other problems related to primary support group, including family circumstances",2025-09-07
11919,Z635,Disruption of family by separation and divorce,"Other problems related to primary support group, including family circumstances",2025-09-07
11920,Z636,Dependent relative needing care at home,"Other problems related to primary support group, including family circumstances",2025-09-07
11921,Z637,Other stressful life events affecting family and household,"Other problems related to primary support group, including family circumstances",2025-09-07
11922,Z638,Other specified problems related to primary support group,"Other problems related to primary support group, including family circumstances",2025-09-07
11923,Z639,"Problem related to primary support group, unspecified","Other problems related to primary support group, including family circumstances",2025-09-07
11924,Z64,Problems related to certain psychosocial circumstances,Problems related to certain psychosocial circumstances,2025-09-07
11925,Z640,Problems related to unwanted pregnancy,Problems related to certain psychosocial circumstances,2025-09-07
11926,Z641,Problems related to multiparity,Problems related to certain psychosocial circumstances,2025-09-07
11927,Z642,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",Problems related to certain psychosocial circumstances,2025-09-07
11928,Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,Problems related to certain psychosocial circumstances,2025-09-07
11929,Z644,Discord with counsellors,Problems related to certain psychosocial circumstances,2025-09-07
11930,Z65,Problems related to other psychosocial circumstances,Problems related to other psychosocial circumstances,2025-09-07
11931,Z650,Conviction in civil and criminal proceedings without imprisonment,Problems related to other psychosocial circumstances,2025-09-07
11932,Z651,Imprisonment and other incarceration,Problems related to other psychosocial circumstances,2025-09-07
11933,Z652,Problems related to release from prison,Problems related to other psychosocial circumstances,2025-09-07
11934,Z653,Problems related to other legal circumstances,Problems related to other psychosocial circumstances,2025-09-07
11935,Z654,Victim of crime and terrorism,Problems related to other psychosocial circumstances,2025-09-07
11936,Z655,"Exposure to disaster, war and other hostilities",Problems related to other psychosocial circumstances,2025-09-07
11937,Z658,Other specified problems related to psychosocial circumstances,Problems related to other psychosocial circumstances,2025-09-07
11938,Z659,Problem related to unspecified psychosocial circumstances,Problems related to other psychosocial circumstances,2025-09-07
11939,Z70,"Counselling related to sexual attitude, behaviour and orientation","Counselling related to sexual attitude, behaviour and orientation",2025-09-07
11940,Z700,Counselling related to sexual attitude,"Counselling related to sexual attitude, behaviour and orientation",2025-09-07
11941,Z701,Counselling related to patient's sexual behaviour and orientation,"Counselling related to sexual attitude, behaviour and orientation",2025-09-07
11942,Z702,Counselling related to sexual behaviour and orientation of third party,"Counselling related to sexual attitude, behaviour and orientation",2025-09-07
11943,Z703,"Counselling related to combined concerns regarding sexual attitude, behaviour and orientation","Counselling related to sexual attitude, behaviour and orientation",2025-09-07
11944,Z708,Other sex counselling,"Counselling related to sexual attitude, behaviour and orientation",2025-09-07
11945,Z709,"Sex counselling, unspecified","Counselling related to sexual attitude, behaviour and orientation",2025-09-07
11946,Z71,"Persons encountering health services for other counselling and medical advice, not elsewhere classified","Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11947,Z710,Person consulting on behalf of another person,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11948,Z711,Person with feared complaint in whom no diagnosis is made,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11949,Z712,Person consulting for explanation of investigation findings,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11950,Z713,Dietary counselling and surveillance,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11951,Z714,Alcohol abuse counselling and surveillance,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11952,Z715,Drug abuse counselling and surveillance,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11953,Z716,Tobacco abuse counselling,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11954,Z717,Human immunodeficiency virus [HIV] counselling,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11955,Z718,Other specified counselling,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11956,Z719,"Counselling, unspecified","Persons encountering health services for other counselling and medical advice, not elsewhere classified",2025-09-07
11957,Z72,Problems related to lifestyle,Problems related to lifestyle,2025-09-07
11958,Z720,Tobacco use,Problems related to lifestyle,2025-09-07
11959,Z721,Alcohol use,Problems related to lifestyle,2025-09-07
11960,Z722,Drug use,Problems related to lifestyle,2025-09-07
11961,Z723,Lack of physical exercise,Problems related to lifestyle,2025-09-07
11962,Z724,Inappropriate diet and eating habits,Problems related to lifestyle,2025-09-07
11963,Z725,High-risk sexual behaviour,Problems related to lifestyle,2025-09-07
11964,Z726,Gambling and betting,Problems related to lifestyle,2025-09-07
11965,Z728,Other problems related to lifestyle,Problems related to lifestyle,2025-09-07
11966,Z729,"Problem related to lifestyle, unspecified",Problems related to lifestyle,2025-09-07
11967,Z73,Problems related to life-management difficulty,Problems related to life-management difficulty,2025-09-07
11968,Z730,Burn-out,Problems related to life-management difficulty,2025-09-07
11969,Z731,Accentuation of personality traits,Problems related to life-management difficulty,2025-09-07
11970,Z732,Lack of relaxation and leisure,Problems related to life-management difficulty,2025-09-07
11971,Z733,"Stress, not elsewhere classified",Problems related to life-management difficulty,2025-09-07
11972,Z734,"Inadequate social skills, not elsewhere classified",Problems related to life-management difficulty,2025-09-07
11973,Z735,"Social role conflict, not elsewhere classified",Problems related to life-management difficulty,2025-09-07
11974,Z736,Limitation of activities due to disability,Problems related to life-management difficulty,2025-09-07
11975,Z738,Other problems related to life-management difficulty,Problems related to life-management difficulty,2025-09-07
11976,Z739,"Problem related to life-management difficulty, unspecified",Problems related to life-management difficulty,2025-09-07
11977,Z74,Problems related to care-provider dependency,Problems related to care-provider dependency,2025-09-07
11978,Z740,Need for assistance due to reduced mobility,Problems related to care-provider dependency,2025-09-07
11979,Z741,Need for assistance with personal care,Problems related to care-provider dependency,2025-09-07
11980,Z742,Need for assistance at home and no other household member able to render care,Problems related to care-provider dependency,2025-09-07
11981,Z743,Need for continuous supervision,Problems related to care-provider dependency,2025-09-07
11982,Z748,Other problems related to care-provider dependency,Problems related to care-provider dependency,2025-09-07
11983,Z749,"Problem related to care-provider dependency, unspecified",Problems related to care-provider dependency,2025-09-07
11984,Z75,Problems related to medical facilities and other health care,Problems related to medical facilities and other health care,2025-09-07
11985,Z750,Medical services not available in home,Problems related to medical facilities and other health care,2025-09-07
11986,Z751,Person awaiting admission to adequate facility elsewhere,Problems related to medical facilities and other health care,2025-09-07
11987,Z752,Other waiting period for investigation and treatment,Problems related to medical facilities and other health care,2025-09-07
11988,Z753,Unavailability and inaccessibility of health-care facilities,Problems related to medical facilities and other health care,2025-09-07
11989,Z754,Unavailability and inaccessibility of other helping agencies,Problems related to medical facilities and other health care,2025-09-07
11990,Z755,Holiday relief care,Problems related to medical facilities and other health care,2025-09-07
11991,Z758,Other problems related to medical facilities and other health care,Problems related to medical facilities and other health care,2025-09-07
11992,Z759,Unspecified problem related to medical facilities and other health care,Problems related to medical facilities and other health care,2025-09-07
11993,Z76,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,2025-09-07
11994,Z760,Issue of repeat prescription,Persons encountering health services in other circumstances,2025-09-07
11995,Z761,Health supervision and care of foundling,Persons encountering health services in other circumstances,2025-09-07
11996,Z762,Health supervision and care of other healthy infant and child,Persons encountering health services in other circumstances,2025-09-07
11997,Z763,Healthy person accompanying sick person,Persons encountering health services in other circumstances,2025-09-07
11998,Z764,Other boarder in health-care facility,Persons encountering health services in other circumstances,2025-09-07
11999,Z765,Malingerer [conscious simulation],Persons encountering health services in other circumstances,2025-09-07
12000,Z768,Persons encountering health services in other specified circumstances,Persons encountering health services in other circumstances,2025-09-07
12001,Z769,Person encountering health services in unspecified circumstances,Persons encountering health services in other circumstances,2025-09-07
12002,Z80,Family history of malignant neoplasm,Family history of malignant neoplasm,2025-09-07
12003,Z800,Family history of malignant neoplasm of digestive organs,Family history of malignant neoplasm,2025-09-07
12004,Z801,"Family history of malignant neoplasm of trachea, bronchus and lung",Family history of malignant neoplasm,2025-09-07
12005,Z802,Family history of malignant neoplasm of other respiratory and intrathoracic organs,Family history of malignant neoplasm,2025-09-07
12006,Z803,Family history of malignant neoplasm of breast,Family history of malignant neoplasm,2025-09-07
12007,Z804,Family history of malignant neoplasm of genital organs,Family history of malignant neoplasm,2025-09-07
12008,Z805,Family history of malignant neoplasm of urinary tract,Family history of malignant neoplasm,2025-09-07
12009,Z806,Family history of leukaemia,Family history of malignant neoplasm,2025-09-07
12010,Z807,"Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues",Family history of malignant neoplasm,2025-09-07
12011,Z808,Family history of malignant neoplasm of other organs or systems,Family history of malignant neoplasm,2025-09-07
12012,Z809,"Family history of malignant neoplasm, unspecified",Family history of malignant neoplasm,2025-09-07
12013,Z81,Family history of mental and behavioural disorders,Family history of mental and behavioural disorders,2025-09-07
12014,Z810,Family history of mental retardation,Family history of mental and behavioural disorders,2025-09-07
12015,Z811,Family history of alcohol abuse,Family history of mental and behavioural disorders,2025-09-07
12016,Z812,Family history of tobacco abuse,Family history of mental and behavioural disorders,2025-09-07
12017,Z813,Family history of other psychoactive substance abuse,Family history of mental and behavioural disorders,2025-09-07
12018,Z814,Family history of other substance abuse,Family history of mental and behavioural disorders,2025-09-07
12019,Z818,Family history of other mental and behavioural disorders,Family history of mental and behavioural disorders,2025-09-07
12020,Z82,Family history of certain disabilities and chronic diseases leading to disablement,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12021,Z820,Family history of epilepsy and other diseases of the nervous system,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12022,Z821,Family history of blindness and visual loss,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12023,Z822,Family history of deafness and hearing loss,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12024,Z823,Family history of stroke,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12025,Z824,Family history of ischaemic heart disease and other diseases of the circulatory system,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12026,Z825,Family history of asthma and other chronic lower respiratory diseases,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12027,Z826,Family history of arthritis and other diseases of the musculoskeletal system and connective tissue,Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12028,Z827,"Family history of congenital malformations, deformations and chromosomal abnormalities",Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12029,Z828,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified",Family history of certain disabilities and chronic diseases leading to disablement,2025-09-07
12030,Z83,Family history of other specific disorders,Family history of other specific disorders,2025-09-07
12031,Z830,Family history of human immunodeficiency virus [HIV] disease,Family history of other specific disorders,2025-09-07
12032,Z831,Family history of other infectious and parasitic diseases,Family history of other specific disorders,2025-09-07
12033,Z832,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Family history of other specific disorders,2025-09-07
12034,Z833,Family history of diabetes mellitus,Family history of other specific disorders,2025-09-07
12035,Z834,"Family history of other endocrine, nutritional and metabolic diseases",Family history of other specific disorders,2025-09-07
12036,Z835,Family history of eye and ear disorders,Family history of other specific disorders,2025-09-07
12037,Z836,Family history of diseases of the respiratory system,Family history of other specific disorders,2025-09-07
12038,Z837,Family history of diseases of the digestive system,Family history of other specific disorders,2025-09-07
12039,Z84,Family history of other conditions,Family history of other conditions,2025-09-07
12040,Z840,Family history of diseases of the skin and subcutaneous tissue,Family history of other conditions,2025-09-07
